rec,id,ecl_time,line
rec_031,1079-2094,2025-12-11 03:40:00 +01,BL-80930
rec_031,0922-0461,2025-12-12 01:40:00 +01,BL-80930
rec_031,0816-1517,NA,BL-80930
rec_031,0954-1256,2025-12-12 10:30:00 +01,BL-80930
rec_031,0541-1372,NA,BL-80930
rec_031,0483-0132,2025-12-11 15:30:00 +01,BL-80930
rec_031,0452-0146,2025-12-12 16:20:00 +01,BL-80930
rec_031,1022-1092,2025-12-11 19:30:00 +01,BL-80930
rec_031,0858-0982,2025-12-11 12:20:00 +01,BL-80930
rec_031,0843-1808,2025-12-12 12:20:00 +01,BL-80930
rec_031,0421-1948,2025-12-11 17:40:00 +01,BL-80930
rec_031,1021-0899,2025-12-11 17:10:00 +01,BL-80930
rec_031,1132-1973,2025-12-11 17:40:00 +01,BL-80930
rec_031,0775-1338,2025-12-12 21:50:00 +01,BL-80930
rec_031,0261-1937,2025-12-11 14:30:00 +01,BL-80930
rec_031,0518-0289,2025-12-11 21:40:00 +01,BL-80930
rec_031,0773-1354,2025-12-12 20:40:00 +01,BL-80930
rec_031,1001-0716,NA,BL-80930
rec_031,1098-0121,2025-12-13 09:30:00 +01,BL-80930
rec_031,0857-0268,NA,BL-80930
rec_031,1143-2008,2025-12-11 00:20:00 +01,BL-80930
rec_031,1142-0956,2025-12-13 05:30:00 +01,BL-80930
rec_031,0460-1813,2025-12-12 03:00:00 +01,BL-80930
rec_031,0745-1050,2025-12-11 10:50:00 +01,BL-80930
rec_031,0488-1286,2025-12-10 23:50:00 +01,BL-80930
rec_031,0204-2003,2025-12-13 03:20:00 +01,BL-80930
rec_031,0950-1369,2025-12-11 04:00:00 +01,BL-80930
rec_031,0419-1077,2025-12-11 06:00:00 +01,BL-80930
rec_031,0529-0378,2025-12-11 05:10:00 +01,BL-80930
rec_031,1003-0732,2025-12-13 08:10:00 +01,BL-80930
rec_031,1145-1088,2025-12-12 12:00:00 +01,BL-80930
rec_031,0286-1234,2025-12-11 10:00:00 +01,BL-80930
rec_031,0901-1848,2025-12-12 02:40:00 +01,BL-80930
rec_031,0525-0922,2025-12-11 00:50:00 +01,BL-80930
rec_031,0464-0782,2025-12-11 07:00:00 +01,BL-80930
rec_031,0787-1413,NA,BL-80930
rec_031,0542-0174,2025-12-11 14:30:00 +01,BL-80930
rec_031,1166-1737,2025-12-13 00:10:00 +01,BL-80930
rec_031,0825-0556,2025-12-13 07:40:00 +01,BL-80930
rec_031,0160-0267,2025-12-11 09:50:00 +01,BL-80930
rec_031,1184-0764,2025-12-12 12:40:00 +01,BL-80930
rec_031,0939-1023,NA,BL-80930
rec_031,0805-0655,NA,BL-80930
rec_031,0454-2200,2025-12-11 10:40:00 +01,BL-80930
rec_031,0957-1942,2025-12-11 12:50:00 +01,BL-80930
rec_031,0542-0711,2025-12-11 07:30:00 +01,BL-80930
rec_031,0285-0738,2025-12-13 10:20:00 +01,BL-80930
rec_031,0461-1390,2025-12-11 09:10:00 +01,BL-80930
rec_031,1106-2124,2025-12-11 08:30:00 +01,BL-80930
rec_031,0173-2055,NA,BL-80930
rec_031,1001-0139,2025-12-11 16:50:00 +01,BL-80930
rec_031,1182-1731,2025-12-11 20:20:00 +01,BL-80930
rec_031,1114-0669,2025-12-12 23:30:00 +01,BL-80930
rec_031,0322-2148,2025-12-12 01:10:00 +01,BL-80930
rec_031,0492-2096,2025-12-11 09:40:00 +01,BL-80930
rec_031,1142-1327,2025-12-11 12:30:00 +01,BL-80930
rec_031,0826-1396,2025-12-13 12:30:00 +01,BL-80930
rec_031,0853-1963,2025-12-11 17:10:00 +01,BL-80930
rec_031,0920-2053,2025-12-11 22:30:00 +01,BL-80930
rec_031,0514-2217,2025-12-10 21:20:00 +01,BL-80930
rec_031,0943-0882,2025-12-11 21:20:00 +01,BL-80930
rec_031,1147-1457,2025-12-11 08:20:00 +01,BL-80930
rec_031,1130-1536,2025-12-12 13:50:00 +01,BL-80930
rec_031,1057-1240,2025-12-11 08:50:00 +01,BL-80930
rec_031,0469-0507,2025-12-12 15:10:00 +01,BL-80930
rec_031,0544-0593,2025-12-11 07:30:00 +01,BL-80930
rec_031,1202-1046,2025-12-12 15:00:00 +01,BL-80930
rec_031,0196-0270,2025-12-11 12:10:00 +01,BL-80930
rec_031,1148-1829,2025-12-12 07:00:00 +01,BL-80930
rec_031,0482-0842,2025-12-11 07:00:00 +01,BL-80930
rec_031,0862-0499,2025-12-13 11:00:00 +01,BL-80930
rec_031,0809-2182,2025-12-12 08:10:00 +01,BL-80930
rec_031,0830-0578,2025-12-11 12:40:00 +01,BL-80930
rec_031,1170-1036,2025-12-12 13:40:00 +01,BL-80930
rec_031,1104-1466,2025-12-11 11:40:00 +01,BL-80930
rec_031,1147-0353,2025-12-12 01:00:00 +01,BL-80930
rec_031,0486-1112,2025-12-12 03:40:00 +01,BL-80930
rec_031,1064-2011,2025-12-11 15:30:00 +01,BL-80930
rec_031,0516-1659,2025-12-12 01:50:00 +01,BL-80930
rec_031,0392-1023,2025-12-13 04:40:00 +01,BL-80930
rec_031,0308-2134,2025-12-11 23:20:00 +01,BL-80930
rec_031,0494-2055,2025-12-11 05:10:00 +01,BL-80930
rec_031,0288-2125,2025-12-11 10:50:00 +01,BL-80930
rec_031,0864-0709,2025-12-13 09:50:00 +01,BL-80930
rec_031,0394-1885,2025-12-11 16:00:00 +01,BL-80930
rec_031,0414-1998,2025-12-11 22:20:00 +01,BL-80930
rec_031,0890-0644,2025-12-11 11:30:00 +01,BL-80930
rec_031,0486-1121,2025-12-13 14:10:00 +01,BL-80930
rec_031,1058-0124,2025-12-12 07:20:00 +01,BL-80930
rec_031,0420-0562,2025-12-11 01:20:00 +01,BL-80930
rec_031,0364-1954,2025-12-11 12:50:00 +01,BL-80930
rec_031,1093-0544,2025-12-12 02:20:00 +01,BL-80930
rec_031,1119-1461,2025-12-10 18:40:00 +01,BL-80930
rec_031,0980-1961,2025-12-11 14:10:00 +01,BL-80930
rec_031,0370-1811,2025-12-11 07:40:00 +01,BL-80930
rec_031,0812-1862,2025-12-11 17:50:00 +01,BL-80930
rec_031,0918-1610,2025-12-11 20:50:00 +01,BL-80930
rec_031,0950-0798,NA,BL-80930
rec_031,1046-2066,2025-12-11 13:20:00 +01,BL-80930
rec_031,0978-0147,2025-12-11 18:30:00 +01,BL-80930
rec_031,0980-0455,2025-12-12 17:10:00 +01,BL-80930
rec_031,0540-1314,2025-12-11 04:40:00 +01,BL-80930
rec_031,0545-0318,2025-12-11 05:00:00 +01,BL-80930
rec_031,1131-1272,2025-12-11 07:40:00 +01,BL-80930
rec_031,1093-2108,2025-12-11 10:30:00 +01,BL-80930
rec_031,0969-1929,NA,BL-80930
rec_031,1130-1475,2025-12-11 09:20:00 +01,BL-80930
rec_031,0276-0294,2025-12-12 19:40:00 +01,BL-80930
rec_031,0508-1086,2025-12-11 02:00:00 +01,BL-80930
rec_031,0436-1945,2025-12-11 10:10:00 +01,BL-80930
rec_031,0722-0551,2025-12-12 00:20:00 +01,BL-80930
rec_031,1172-2042,NA,BL-80930
rec_031,1178-1782,2025-12-11 23:20:00 +01,BL-80930
rec_031,0547-1706,2025-12-11 15:50:00 +01,BL-80930
rec_031,0956-0233,2025-12-12 15:40:00 +01,BL-80930
rec_031,0984-1995,2025-12-11 22:40:00 +01,BL-80930
rec_031,0307-0818,NA,BL-80930
rec_031,0890-0140,2025-12-13 02:10:00 +01,BL-80930
rec_031,1175-0909,2025-12-11 21:30:00 +01,BL-80930
rec_031,1073-2051,2025-12-11 09:30:00 +01,BL-80930
rec_031,0521-1492,2025-12-11 16:20:00 +01,BL-80930
rec_031,1031-1838,2025-12-11 11:10:00 +01,BL-80930
rec_031,0532-1686,2025-12-11 12:50:00 +01,BL-80930
rec_031,0967-2021,2025-12-11 15:20:00 +01,BL-80930
rec_031,0941-1271,2025-12-12 15:40:00 +01,BL-80930
rec_031,1077-1637,2025-12-10 18:10:00 +01,BL-80930
rec_031,1121-0960,2025-12-13 00:00:00 +01,BL-80930
rec_031,0556-0577,2025-12-11 21:00:00 +01,BL-80930
rec_031,1131-1255,2025-12-11 15:20:00 +01,BL-80930
rec_031,1006-0208,2025-12-13 18:30:00 +01,BL-80930
rec_031,1010-2080,2025-12-11 20:20:00 +01,BL-80930
rec_031,0824-1796,2025-12-13 07:40:00 +01,BL-80930
rec_031,0914-0403,2025-12-12 17:10:00 +01,BL-80930
rec_031,1157-1498,2025-12-11 20:30:00 +01,BL-80930
rec_031,0969-2073,2025-12-11 15:00:00 +01,BL-80930
rec_031,0353-1349,2025-12-12 04:00:00 +01,BL-80930
rec_031,1061-1555,2025-12-13 02:10:00 +01,BL-80930
rec_031,0548-1231,NA,BL-80930
rec_031,0418-0737,2025-12-12 00:50:00 +01,BL-80930
rec_031,0534-1200,2025-12-11 04:30:00 +01,BL-80930
rec_031,1182-1392,2025-12-11 18:50:00 +01,BL-80930
rec_031,0495-1647,2025-12-11 14:00:00 +01,BL-80930
rec_031,0292-2112,2025-12-13 00:00:00 +01,BL-80930
rec_031,0472-0898,2025-12-10 21:10:00 +01,BL-80930
rec_031,1157-0561,2025-12-12 06:10:00 +01,BL-80930
rec_031,0854-1574,2025-12-12 19:30:00 +01,BL-80930
rec_031,0254-0235,2025-12-12 23:20:00 +01,BL-80930
rec_031,0178-0461,2025-12-11 06:20:00 +01,BL-80930
rec_031,0442-1287,2025-12-10 23:20:00 +01,BL-80930
rec_031,0957-0591,2025-12-13 20:10:00 +01,BL-80930
rec_031,1097-1492,2025-12-12 02:10:00 +01,BL-80930
rec_031,0415-0377,2025-12-12 16:10:00 +01,BL-80930
rec_031,0490-0870,2025-12-10 20:50:00 +01,BL-80930
rec_031,0309-0231,2025-12-12 07:50:00 +01,BL-80930
rec_031,0318-1899,2025-12-11 03:20:00 +01,BL-80930
rec_031,0504-0170,2025-12-11 20:40:00 +01,BL-80930
rec_031,0967-2030,2025-12-11 19:00:00 +01,BL-80930
rec_031,1051-0510,2025-12-13 01:50:00 +01,BL-80930
rec_031,0844-0877,2025-12-11 03:40:00 +01,BL-80930
rec_031,0888-0440,2025-12-11 13:30:00 +01,BL-80930
rec_031,0550-0265,2025-12-11 07:50:00 +01,BL-80930
rec_031,0445-1114,2025-12-11 15:50:00 +01,BL-80930
rec_031,1133-1453,2025-12-11 16:00:00 +01,BL-80930
rec_031,0398-1224,2025-12-11 18:00:00 +01,BL-80930
rec_031,0205-1048,2025-12-12 04:50:00 +01,BL-80930
rec_031,0478-2037,2025-12-11 04:30:00 +01,BL-80930
rec_031,0376-1821,2025-12-11 18:00:00 +01,BL-80930
rec_031,1090-0989,2025-12-13 12:30:00 +01,BL-80930
rec_031,0967-1737,2025-12-12 02:50:00 +01,BL-80930
rec_031,0537-1566,2025-12-11 13:00:00 +01,BL-80930
rec_031,1079-2148,2025-12-11 00:20:00 +01,BL-80930
rec_031,0546-0404,2025-12-12 02:50:00 +01,BL-80930
rec_031,0890-0334,2025-12-12 19:10:00 +01,BL-80930
rec_031,0801-0725,2025-12-11 18:00:00 +01,BL-80930
rec_031,0475-1209,2025-12-10 16:30:00 +01,BL-80930
rec_031,0491-1045,2025-12-11 02:30:00 +01,BL-80930
rec_031,0385-0119,2025-12-12 00:40:00 +01,BL-80930
rec_031,0502-2180,2025-12-11 00:10:00 +01,BL-80930
rec_031,0501-0242,NA,BL-80930
rec_031,1045-0247,2025-12-12 12:20:00 +01,BL-80930
rec_031,0500-1542,2025-12-12 11:00:00 +01,BL-80930
rec_031,1132-1845,2025-12-10 23:30:00 +01,BL-80930
rec_031,0514-1833,2025-12-12 17:50:00 +01,BL-80930
rec_031,0953-1910,2025-12-12 13:20:00 +01,BL-80930
rec_031,1166-2074,2025-12-12 07:40:00 +01,BL-80930
rec_031,0803-0800,2025-12-13 13:10:00 +01,BL-80930
rec_031,0370-1091,2025-12-11 10:50:00 +01,BL-80930
rec_031,0161-2061,NA,BL-80930
rec_031,0435-0191,2025-12-11 14:00:00 +01,BL-80930
rec_031,0767-1764,2025-12-12 18:00:00 +01,BL-80930
rec_031,0552-0880,2025-12-11 22:30:00 +01,BL-80930
rec_031,1162-1104,2025-12-13 10:10:00 +01,BL-80930
rec_031,1109-1445,2025-12-11 02:30:00 +01,BL-80930
rec_031,0223-0515,2025-12-12 19:10:00 +01,BL-80930
rec_031,0497-1211,2025-12-11 04:40:00 +01,BL-80930
rec_031,0455-1293,2025-12-11 16:50:00 +01,BL-80930
rec_031,0356-1613,2025-12-12 02:10:00 +01,BL-80930
rec_031,0855-1911,2025-12-12 04:50:00 +01,BL-80930
rec_031,1042-2142,2025-12-12 02:40:00 +01,BL-80930
rec_031,0794-1316,2025-12-10 19:30:00 +01,BL-80930
rec_031,1057-0810,2025-12-13 10:50:00 +01,BL-80930
rec_031,0902-0748,NA,BL-80930
rec_031,0822-0970,2025-12-11 12:20:00 +01,BL-80930
rec_031,0415-2183,2025-12-11 07:00:00 +01,BL-80930
rec_031,1133-1036,2025-12-13 03:00:00 +01,BL-80930
rec_031,0455-0113,2025-12-13 02:00:00 +01,BL-80930
rec_031,0493-0471,2025-12-11 23:40:00 +01,BL-80930
rec_031,0881-1924,2025-12-12 15:40:00 +01,BL-80930
rec_031,0818-1889,2025-12-11 17:30:00 +01,BL-80930
rec_031,1144-1031,2025-12-13 00:00:00 +01,BL-80930
rec_031,0401-1420,2025-12-12 06:40:00 +01,BL-80930
rec_031,0440-0851,2025-12-11 19:00:00 +01,BL-80930
rec_031,0464-1767,2025-12-13 14:30:00 +01,BL-80930
rec_031,0463-0274,2025-12-13 11:50:00 +01,BL-80930
rec_031,0526-0654,2025-12-11 13:40:00 +01,BL-80930
rec_031,0803-0681,2025-12-13 01:30:00 +01,BL-80930
rec_031,1190-0782,2025-12-13 10:00:00 +01,BL-80930
rec_031,0563-0241,2025-12-11 20:40:00 +01,BL-80930
rec_031,1023-0383,2025-12-13 08:40:00 +01,BL-80930
rec_031,1142-1914,2025-12-11 07:40:00 +01,BL-80930
rec_031,0334-2173,2025-12-11 06:00:00 +01,BL-80930
rec_031,0856-2003,2025-12-12 03:40:00 +01,BL-80930
rec_031,0910-0375,2025-12-12 22:30:00 +01,BL-80930
rec_031,0496-0123,2025-12-11 06:40:00 +01,BL-80930
rec_031,0378-1462,2025-12-12 03:10:00 +01,BL-80930
rec_031,0947-0426,2025-12-13 02:00:00 +01,BL-80930
rec_031,1147-1052,NA,BL-80930
rec_031,0995-0986,2025-12-12 20:00:00 +01,BL-80930
rec_031,0951-2080,2025-12-12 13:30:00 +01,BL-80930
rec_031,1138-1221,2025-12-11 05:50:00 +01,BL-80930
rec_031,0878-1822,2025-12-12 14:40:00 +01,BL-80930
rec_031,0979-0403,2025-12-12 19:20:00 +01,BL-80930
rec_031,1121-0885,2025-12-13 03:20:00 +01,BL-80930
rec_031,0466-0369,2025-12-12 20:30:00 +01,BL-80930
rec_031,1036-0450,2025-12-13 03:00:00 +01,BL-80930
rec_031,0202-2059,2025-12-12 03:20:00 +01,BL-80930
rec_031,0780-0705,2025-12-11 14:30:00 +01,BL-80930
rec_031,0726-0816,2025-12-11 07:10:00 +01,BL-80930
rec_031,0295-0125,2025-12-11 20:40:00 +01,BL-80930
rec_031,1154-0817,2025-12-13 00:10:00 +01,BL-80930
rec_031,0571-0720,2025-12-11 21:00:00 +01,BL-80930
rec_031,0918-0723,2025-12-11 23:20:00 +01,BL-80930
rec_031,0967-1851,2025-12-12 08:30:00 +01,BL-80930
rec_031,0346-2065,2025-12-12 03:40:00 +01,BL-80930
rec_031,0505-0770,2025-12-12 20:30:00 +01,BL-80930
rec_031,1171-1451,2025-12-11 21:20:00 +01,BL-80930
rec_031,1077-0430,2025-12-11 21:30:00 +01,BL-80930
rec_031,1022-0450,2025-12-12 17:50:00 +01,BL-80930
rec_031,0992-0642,2025-12-11 19:50:00 +01,BL-80930
rec_031,0511-1069,2025-12-10 20:00:00 +01,BL-80930
rec_031,1096-0603,2025-12-11 17:50:00 +01,BL-80930
rec_031,0999-1984,NA,BL-80930
rec_031,0285-1207,2025-12-11 00:50:00 +01,BL-80930
rec_031,0456-1994,2025-12-11 07:20:00 +01,BL-80930
rec_031,0403-2192,2025-12-11 09:50:00 +01,BL-80930
rec_031,1169-0797,NA,BL-80930
rec_031,0938-2017,2025-12-12 10:20:00 +01,BL-80930
rec_031,0229-1376,NA,BL-80930
rec_031,1145-1678,2025-12-11 18:40:00 +01,BL-80930
rec_031,1019-1679,2025-12-12 17:10:00 +01,BL-80930
rec_031,1136-2135,2025-12-12 06:30:00 +01,BL-80930
rec_031,0872-0530,2025-12-11 12:00:00 +01,BL-80930
rec_031,0514-0579,2025-12-12 13:40:00 +01,BL-80930
rec_031,1109-0333,NA,BL-80930
rec_031,0501-2192,2025-12-11 04:20:00 +01,BL-80930
rec_031,0312-2030,2025-12-11 21:50:00 +01,BL-80930
rec_031,0432-1626,2025-12-13 02:20:00 +01,BL-80930
rec_031,0950-0978,NA,BL-80930
rec_031,0821-0747,NA,BL-80930
rec_031,0391-0159,2025-12-11 19:00:00 +01,BL-80930
rec_031,0512-0964,2025-12-11 02:30:00 +01,BL-80930
rec_031,0341-0128,2025-12-13 01:50:00 +01,BL-80930
rec_031,1109-0233,NA,BL-80930
rec_031,1038-0327,2025-12-13 20:40:00 +01,BL-80930
rec_031,0555-0348,2025-12-10 22:20:00 +01,BL-80930
rec_031,0492-0722,2025-12-11 05:30:00 +01,BL-80930
rec_031,0380-1333,2025-12-11 12:20:00 +01,BL-80930
rec_031,1092-0397,2025-12-12 20:10:00 +01,BL-80930
rec_031,1050-1804,2025-12-11 14:10:00 +01,BL-80930
rec_031,0287-0923,2025-12-13 04:40:00 +01,BL-80930
rec_031,0970-0828,NA,BL-80930
rec_031,0323-0367,2025-12-13 04:40:00 +01,BL-80930
rec_031,0549-0949,2025-12-11 09:10:00 +01,BL-80930
rec_031,0825-1959,NA,BL-80930
rec_031,0883-0468,2025-12-13 14:10:00 +01,BL-80930
rec_031,1012-0366,2025-12-13 02:00:00 +01,BL-80930
rec_031,1148-1632,2025-12-11 07:10:00 +01,BL-80930
rec_031,1154-0519,2025-12-12 19:30:00 +01,BL-80930
rec_031,0461-1044,2025-12-11 03:20:00 +01,BL-80930
rec_031,0499-0826,2025-12-12 09:50:00 +01,BL-80930
rec_031,0715-1038,NA,BL-80930
rec_031,0537-1837,2025-12-12 02:20:00 +01,BL-80930
rec_031,1149-0739,NA,BL-80930
rec_031,0941-0863,2025-12-13 16:30:00 +01,BL-80930
rec_031,0315-1005,2025-12-11 13:10:00 +01,BL-80930
rec_031,1107-0828,NA,BL-80930
rec_031,0547-1569,2025-12-12 12:40:00 +01,BL-80930
rec_031,0943-1977,2025-12-11 16:00:00 +01,BL-80930
rec_031,0561-1864,2025-12-13 01:50:00 +01,BL-80930
rec_031,0487-1238,2025-12-11 10:30:00 +01,BL-80930
rec_031,0423-1197,2025-12-11 12:40:00 +01,BL-80930
rec_031,0998-0228,2025-12-13 03:30:00 +01,BL-80930
rec_031,1109-0260,2025-12-12 07:30:00 +01,BL-80930
rec_031,0497-0679,2025-12-11 05:10:00 +01,BL-80930
rec_031,0749-2005,2025-12-12 22:00:00 +01,BL-80930
rec_031,0296-2017,2025-12-11 22:30:00 +01,BL-80930
rec_031,0804-2152,2025-12-12 09:50:00 +01,BL-80930
rec_031,0914-0677,2025-12-12 08:10:00 +01,BL-80930
rec_031,0744-0562,NA,BL-80930
rec_031,1001-1039,2025-12-13 10:30:00 +01,BL-80930
rec_031,0205-0424,2025-12-13 09:40:00 +01,BL-80930
rec_031,0524-1894,2025-12-11 06:00:00 +01,BL-80930
rec_031,1032-2133,2025-12-13 02:20:00 +01,BL-80930
rec_031,0872-2088,2025-12-13 05:50:00 +01,BL-80930
rec_031,0566-1287,2025-12-11 02:10:00 +01,BL-80930
rec_031,0405-0799,2025-12-11 21:40:00 +01,BL-80930
rec_031,1069-2190,2025-12-11 13:20:00 +01,BL-80930
rec_031,1028-0535,NA,BL-80930
rec_031,1062-2179,2025-12-11 06:00:00 +01,BL-80930
rec_031,0802-1989,2025-12-12 08:30:00 +01,BL-80930
rec_031,0304-1941,2025-12-12 00:20:00 +01,BL-80930
rec_031,1088-0471,2025-12-12 18:30:00 +01,BL-80930
rec_031,0814-0804,2025-12-11 19:00:00 +01,BL-80930
rec_031,0463-1420,2025-12-11 18:30:00 +01,BL-80930
rec_031,1060-0353,NA,BL-80930
rec_031,0304-0384,2025-12-12 18:50:00 +01,BL-80930
rec_031,0392-0875,2025-12-11 16:40:00 +01,BL-80930
rec_031,0469-1096,2025-12-11 17:00:00 +01,BL-80930
rec_031,1050-0257,2025-12-14 12:30:00 +01,BL-80930
rec_031,1172-0723,NA,BL-80930
rec_031,1009-0480,2025-12-13 04:30:00 +01,BL-80930
rec_031,0265-1218,2025-12-10 22:20:00 +01,BL-80930
rec_031,0509-0287,2025-12-12 04:00:00 +01,BL-80930
rec_031,0427-1041,2025-12-11 04:30:00 +01,BL-80930
rec_031,0487-0582,2025-12-11 12:50:00 +01,BL-80930
rec_031,1106-1365,2025-12-11 00:00:00 +01,BL-80930
rec_031,0966-0721,2025-12-11 17:30:00 +01,BL-80930
rec_031,1185-0505,2025-12-12 03:50:00 +01,BL-80930
rec_031,1059-0791,2025-12-13 01:00:00 +01,BL-80930
rec_031,0360-0805,NA,BL-80930
rec_031,1091-2030,2025-12-12 05:20:00 +01,BL-80930
rec_031,0910-0433,2025-12-12 22:40:00 +01,BL-80930
rec_031,0533-0115,2025-12-11 01:30:00 +01,BL-80930
rec_031,0871-0670,2025-12-11 14:30:00 +01,BL-80930
rec_031,0513-0616,2025-12-11 22:50:00 +01,BL-80930
rec_031,0769-1959,NA,BL-80930
rec_031,1121-1566,2025-12-11 05:20:00 +01,BL-80930
rec_031,1161-0752,2025-12-12 19:30:00 +01,BL-80930
rec_031,0482-0624,2025-12-12 10:50:00 +01,BL-80930
rec_031,0451-1245,2025-12-11 23:20:00 +01,BL-80930
rec_031,0406-1880,2025-12-11 03:30:00 +01,BL-80930
rec_031,0877-0414,2025-12-12 17:40:00 +01,BL-80930
rec_031,0460-1241,2025-12-11 10:40:00 +01,BL-80930
rec_031,1149-0270,2025-12-12 15:10:00 +01,BL-80930
rec_031,0846-1633,2025-12-13 02:10:00 +01,BL-80930
rec_031,0750-0699,2025-12-12 14:20:00 +01,BL-80930
rec_031,0385-1232,2025-12-12 03:10:00 +01,BL-80930
rec_031,0538-0700,2025-12-11 21:20:00 +01,BL-80930
rec_031,0751-1297,2025-12-11 10:00:00 +01,BL-80930
rec_031,1010-1792,2025-12-12 10:50:00 +01,BL-80930
rec_031,0432-0624,2025-12-13 20:40:00 +01,BL-80930
rec_031,0411-1370,2025-12-13 04:30:00 +01,BL-80930
rec_031,0862-1867,2025-12-11 14:30:00 +01,BL-80930
rec_031,0477-1266,2025-12-11 07:30:00 +01,BL-80930
rec_031,1010-0422,2025-12-12 20:50:00 +01,BL-80930
rec_031,0938-1233,2025-12-12 18:00:00 +01,BL-80930
rec_031,1062-0700,2025-12-11 10:20:00 +01,BL-80930
rec_031,0766-1263,NA,BL-80930
rec_031,0289-0990,2025-12-12 07:50:00 +01,BL-80930
rec_031,0518-0802,2025-12-11 09:10:00 +01,BL-80930
rec_031,0446-1257,2025-12-11 09:20:00 +01,BL-80930
rec_031,0557-1350,2025-12-10 23:30:00 +01,BL-80930
rec_031,1016-0132,2025-12-11 00:30:00 +01,BL-80930
rec_031,0454-1490,2025-12-11 06:20:00 +01,BL-80930
rec_031,0449-1734,2025-12-11 06:00:00 +01,BL-80930
rec_031,0556-0376,2025-12-12 11:10:00 +01,BL-80930
rec_031,0553-0363,2025-12-11 20:20:00 +01,BL-80930
rec_031,0520-1351,2025-12-11 10:30:00 +01,BL-80930
rec_031,0524-1762,2025-12-11 00:50:00 +01,BL-80930
rec_031,0993-1952,2025-12-11 23:50:00 +01,BL-80930
rec_031,1091-1585,2025-12-11 02:00:00 +01,BL-80930
rec_031,0796-0560,2025-12-11 13:00:00 +01,BL-80930
rec_031,0924-0758,2025-12-13 16:50:00 +01,BL-80930
rec_031,0945-0581,2025-12-13 05:50:00 +01,BL-80930
rec_031,0370-0278,2025-12-11 22:20:00 +01,BL-80930
rec_031,0782-1900,2025-12-12 09:00:00 +01,BL-80930
rec_031,0824-0980,2025-12-11 06:20:00 +01,BL-80930
rec_031,0858-0749,2025-12-11 23:50:00 +01,BL-80930
rec_031,0904-1783,2025-12-11 17:20:00 +01,BL-80930
rec_031,1155-1799,2025-12-11 07:40:00 +01,BL-80930
rec_031,0530-1673,2025-12-12 06:20:00 +01,BL-80930
rec_031,1154-1544,2025-12-11 19:10:00 +01,BL-80930
rec_031,0967-1389,2025-12-13 03:20:00 +01,BL-80930
rec_031,0492-1928,2025-12-11 13:10:00 +01,BL-80930
rec_031,0533-0568,NA,BL-80930
rec_031,1100-1510,2025-12-11 05:40:00 +01,BL-80930
rec_031,0949-0826,2025-12-11 12:10:00 +01,BL-80930
rec_031,0217-0644,2025-12-13 05:50:00 +01,BL-80930
rec_031,0979-0469,2025-12-13 22:30:00 +01,BL-80930
rec_031,0427-0838,2025-12-11 12:40:00 +01,BL-80930
rec_031,0354-1072,2025-12-12 11:50:00 +01,BL-80930
rec_031,0380-1052,2025-12-11 15:10:00 +01,BL-80930
rec_031,0381-1287,2025-12-11 20:50:00 +01,BL-80930
rec_031,0537-0822,2025-12-11 12:40:00 +01,BL-80930
rec_031,1167-0884,2025-12-11 05:50:00 +01,BL-80930
rec_031,0188-0291,2025-12-12 23:40:00 +01,BL-80930
rec_031,1095-0889,2025-12-13 03:20:00 +01,BL-80930
rec_031,0861-0481,2025-12-13 19:00:00 +01,BL-80930
rec_031,0914-0690,2025-12-13 20:20:00 +01,BL-80930
rec_031,0815-0835,2025-12-11 09:30:00 +01,BL-80930
rec_031,0185-0308,2025-12-13 12:40:00 +01,BL-80930
rec_031,0859-0612,2025-12-12 03:20:00 +01,BL-80930
rec_031,0472-0127,2025-12-11 06:20:00 +01,BL-80930
rec_031,0145-1992,2025-12-12 03:10:00 +01,BL-80930
rec_031,0563-0334,2025-12-11 17:20:00 +01,BL-80930
rec_031,1085-0533,2025-12-12 19:00:00 +01,BL-80930
rec_031,0512-2001,2025-12-11 05:40:00 +01,BL-80930
rec_031,0581-1225,2025-12-11 05:10:00 +01,BL-80930
rec_031,0844-0572,2025-12-10 19:40:00 +01,BL-80930
rec_031,0785-1008,2025-12-11 07:10:00 +01,BL-80930
rec_031,1019-0761,2025-12-13 10:20:00 +01,BL-80930
rec_031,0488-1489,2025-12-11 17:20:00 +01,BL-80930
rec_031,1036-1384,2025-12-11 06:50:00 +01,BL-80930
rec_031,0437-1909,2025-12-11 17:20:00 +01,BL-80930
rec_031,1177-0598,NA,BL-80930
rec_031,1083-1234,2025-12-11 05:30:00 +01,BL-80930
rec_031,0494-1426,2025-12-11 08:50:00 +01,BL-80930
rec_031,0216-2060,2025-12-13 02:00:00 +01,BL-80930
rec_031,0951-0551,2025-12-11 11:30:00 +01,BL-80930
rec_031,0353-0138,2025-12-11 08:50:00 +01,BL-80930
rec_031,0924-1876,2025-12-11 21:50:00 +01,BL-80930
rec_031,0411-0255,2025-12-12 12:20:00 +01,BL-80930
rec_031,1074-1099,2025-12-13 20:40:00 +01,BL-80930
rec_031,0209-0863,2025-12-11 18:30:00 +01,BL-80930
rec_031,1004-0511,2025-12-13 05:50:00 +01,BL-80930
rec_031,0495-1738,2025-12-11 05:50:00 +01,BL-80930
rec_031,0311-1070,2025-12-11 18:30:00 +01,BL-80930
rec_031,0274-0731,2025-12-12 10:50:00 +01,BL-80930
