rec,id,ecl_time,line
rec_031,0930-0931,2025-12-11 23:20:00 +01,BL-80930
rec_031,0299-0931,2025-12-12 00:00:00 +01,BL-80930
rec_031,0920-0518,NA,BL-80930
rec_031,0839-0130,2025-12-11 17:30:00 +01,BL-80930
rec_031,0899-1660,2025-12-12 20:20:00 +01,BL-80930
rec_031,0273-1998,2025-12-11 18:30:00 +01,BL-80930
rec_031,0879-0432,2025-12-13 01:20:00 +01,BL-80930
rec_031,0527-0944,2025-12-12 11:00:00 +01,BL-80930
rec_031,0870-1830,2025-12-12 00:30:00 +01,BL-80930
rec_031,0895-0911,2025-12-11 17:50:00 +01,BL-80930
rec_031,0857-0337,2025-12-11 14:10:00 +01,BL-80930
rec_031,0304-0874,2025-12-12 02:40:00 +01,BL-80930
rec_031,1172-1921,2025-12-11 07:10:00 +01,BL-80930
rec_031,0749-0873,2025-12-11 04:50:00 +01,BL-80930
rec_031,0925-0653,2025-12-11 17:50:00 +01,BL-80930
rec_031,1179-1373,2025-12-11 06:20:00 +01,BL-80930
rec_031,0924-1825,2025-12-12 01:20:00 +01,BL-80930
rec_031,0531-1755,2025-12-12 09:00:00 +01,BL-80930
rec_031,0500-1360,2025-12-11 00:10:00 +01,BL-80930
rec_031,1162-0773,NA,BL-80930
rec_031,0342-0895,2025-12-11 19:30:00 +01,BL-80930
rec_031,0797-0345,2025-12-11 22:40:00 +01,BL-80930
rec_031,0894-1064,2025-12-11 10:00:00 +01,BL-80930
rec_031,1044-1751,2025-12-11 13:40:00 +01,BL-80930
rec_031,0486-1131,2025-12-12 09:40:00 +01,BL-80930
rec_031,1082-1991,2025-12-11 15:00:00 +01,BL-80930
rec_031,0341-0610,2025-12-12 15:40:00 +01,BL-80930
rec_031,1174-0441,2025-12-12 14:30:00 +01,BL-80930
rec_031,0219-0129,2025-12-13 00:10:00 +01,BL-80930
rec_031,0863-1734,NA,BL-80930
rec_031,0981-0167,2025-12-13 00:10:00 +01,BL-80930
rec_031,0359-0295,2025-12-12 20:00:00 +01,BL-80930
rec_031,0892-1716,2025-12-12 13:20:00 +01,BL-80930
rec_031,1104-0564,2025-12-13 03:20:00 +01,BL-80930
rec_031,0887-2046,2025-12-11 17:00:00 +01,BL-80930
rec_031,1178-1361,2025-12-11 11:10:00 +01,BL-80930
rec_031,0489-0521,2025-12-11 03:10:00 +01,BL-80930
rec_031,1034-1752,2025-12-11 11:00:00 +01,BL-80930
rec_031,0986-0411,2025-12-13 07:40:00 +01,BL-80930
rec_031,0558-0590,2025-12-11 23:40:00 +01,BL-80930
rec_031,1037-1726,2025-12-11 12:30:00 +01,BL-80930
rec_031,0930-0229,NA,BL-80930
rec_031,0284-2061,2025-12-13 19:20:00 +01,BL-80930
rec_031,0325-0799,2025-12-12 03:30:00 +01,BL-80930
rec_031,0477-1044,2025-12-11 05:20:00 +01,BL-80930
rec_031,0572-0822,NA,BL-80930
rec_031,1048-1313,2025-12-12 07:00:00 +01,BL-80930
rec_031,0978-0818,NA,BL-80930
rec_031,0187-1029,NA,BL-80930
rec_031,0379-0319,NA,BL-80930
rec_031,0866-0304,NA,BL-80930
rec_031,0512-0440,2025-12-11 07:50:00 +01,BL-80930
rec_031,0227-0966,2025-12-12 16:20:00 +01,BL-80930
rec_031,0464-1437,2025-12-13 02:20:00 +01,BL-80930
rec_031,0902-1753,NA,BL-80930
rec_031,0494-0282,2025-12-11 17:50:00 +01,BL-80930
rec_031,1180-2021,NA,BL-80930
rec_031,1135-1339,2025-12-12 05:00:00 +01,BL-80930
rec_031,1020-2050,2025-12-12 07:30:00 +01,BL-80930
rec_031,1142-1351,2025-12-11 12:50:00 +01,BL-80930
rec_031,0550-0932,2025-12-11 06:40:00 +01,BL-80930
rec_031,0825-0680,2025-12-11 17:40:00 +01,BL-80930
rec_031,0558-2153,2025-12-13 02:00:00 +01,BL-80930
rec_031,1123-0992,2025-12-12 11:50:00 +01,BL-80930
rec_031,0422-1690,NA,BL-80930
rec_031,0989-0548,NA,BL-80930
rec_031,0353-0438,2025-12-12 16:00:00 +01,BL-80930
rec_031,0768-0998,2025-12-13 02:20:00 +01,BL-80930
rec_031,1032-1060,2025-12-12 01:40:00 +01,BL-80930
rec_031,0353-2153,NA,BL-80930
rec_031,0383-1075,2025-12-11 09:10:00 +01,BL-80930
rec_031,0922-1724,2025-12-12 01:20:00 +01,BL-80930
rec_031,1054-2107,2025-12-13 07:40:00 +01,BL-80930
rec_031,0949-0384,2025-12-11 17:30:00 +01,BL-80930
rec_031,1150-0502,2025-12-11 16:10:00 +01,BL-80930
rec_031,0536-0472,2025-12-11 11:40:00 +01,BL-80930
rec_031,0354-0883,NA,BL-80930
rec_031,1038-0353,2025-12-12 15:30:00 +01,BL-80930
rec_031,0982-0695,2025-12-13 05:50:00 +01,BL-80930
rec_031,0510-0471,2025-12-11 03:50:00 +01,BL-80930
rec_031,0739-0910,2025-12-13 00:10:00 +01,BL-80930
rec_031,1039-0613,2025-12-14 06:30:00 +01,BL-80930
rec_031,1042-0206,2025-12-12 20:40:00 +01,BL-80930
rec_031,0489-0642,2025-12-11 08:50:00 +01,BL-80930
rec_031,0491-0438,2025-12-12 09:40:00 +01,BL-80930
rec_031,0387-1318,2025-12-13 05:50:00 +01,BL-80930
rec_031,0486-0773,2025-12-12 13:40:00 +01,BL-80930
rec_031,0546-0396,2025-12-11 16:10:00 +01,BL-80930
rec_031,0506-1517,2025-12-12 03:10:00 +01,BL-80930
rec_031,0972-0291,NA,BL-80930
rec_031,0507-0680,2025-12-12 15:50:00 +01,BL-80930
rec_031,0551-1238,2025-12-11 04:10:00 +01,BL-80930
rec_031,1112-1693,2025-12-13 19:30:00 +01,BL-80930
rec_031,1038-1496,2025-12-12 22:10:00 +01,BL-80930
rec_031,0940-1763,2025-12-12 22:10:00 +01,BL-80930
rec_031,1151-1388,2025-12-11 18:00:00 +01,BL-80930
rec_031,0219-1379,2025-12-12 21:20:00 +01,BL-80930
rec_031,1172-1693,2025-12-11 07:40:00 +01,BL-80930
rec_031,0478-1565,2025-12-13 01:50:00 +01,BL-80930
rec_031,0445-0728,2025-12-11 10:20:00 +01,BL-80930
rec_031,1096-0668,2025-12-12 00:00:00 +01,BL-80930
rec_031,1178-1207,2025-12-11 09:40:00 +01,BL-80930
rec_031,0573-1450,2025-12-11 04:30:00 +01,BL-80930
rec_031,0944-1803,2025-12-11 22:20:00 +01,BL-80930
rec_031,0533-2004,2025-12-11 07:10:00 +01,BL-80930
rec_031,0848-1471,2025-12-12 23:40:00 +01,BL-80930
rec_031,0985-2037,2025-12-11 19:40:00 +01,BL-80930
rec_031,0480-2018,2025-12-11 03:10:00 +01,BL-80930
rec_031,1078-0512,2025-12-13 00:10:00 +01,BL-80930
rec_031,1110-0289,NA,BL-80930
rec_031,0373-0822,2025-12-12 03:00:00 +01,BL-80930
rec_031,1136-0601,2025-12-12 07:40:00 +01,BL-80930
rec_031,1008-0589,NA,BL-80930
rec_031,0467-0981,2025-12-10 17:30:00 +01,BL-80930
rec_031,1044-1867,2025-12-11 16:30:00 +01,BL-80930
rec_031,0519-0937,2025-12-10 21:00:00 +01,BL-80930
rec_031,1172-0987,2025-12-12 11:30:00 +01,BL-80930
rec_031,1133-1070,2025-12-12 15:20:00 +01,BL-80930
rec_031,0752-0516,2025-12-10 17:00:00 +01,BL-80930
rec_031,0492-0997,2025-12-10 23:40:00 +01,BL-80930
rec_031,1037-1624,2025-12-12 18:20:00 +01,BL-80930
rec_031,1097-1111,NA,BL-80930
rec_031,0905-1885,2025-12-12 13:20:00 +01,BL-80930
rec_031,0275-1361,2025-12-12 06:10:00 +01,BL-80930
rec_031,0426-1094,2025-12-11 09:00:00 +01,BL-80930
rec_031,0531-0751,2025-12-11 15:00:00 +01,BL-80930
rec_031,0523-1382,2025-12-11 05:50:00 +01,BL-80930
rec_031,1074-1815,2025-12-11 08:00:00 +01,BL-80930
rec_031,0425-1252,2025-12-11 13:00:00 +01,BL-80930
rec_031,0822-1042,2025-12-11 06:20:00 +01,BL-80930
rec_031,0317-0120,2025-12-12 08:30:00 +01,BL-80930
rec_031,1134-1817,2025-12-11 01:30:00 +01,BL-80930
rec_031,0242-1062,2025-12-12 07:20:00 +01,BL-80930
rec_031,0958-0949,2025-12-11 19:40:00 +01,BL-80930
rec_031,0444-1276,2025-12-11 10:10:00 +01,BL-80930
rec_031,1092-1299,NA,BL-80930
rec_031,0904-0815,2025-12-12 01:50:00 +01,BL-80930
rec_031,1178-0715,2025-12-12 10:50:00 +01,BL-80930
rec_031,0770-0275,2025-12-11 11:00:00 +01,BL-80930
rec_031,1120-0895,NA,BL-80930
rec_031,1026-1878,2025-12-11 12:20:00 +01,BL-80930
rec_031,0491-1974,2025-12-11 13:40:00 +01,BL-80930
rec_031,1065-1248,2025-12-12 15:50:00 +01,BL-80930
rec_031,1123-0254,2025-12-13 04:40:00 +01,BL-80930
rec_031,0884-0541,2025-12-12 01:50:00 +01,BL-80930
rec_031,0385-1008,2025-12-12 15:50:00 +01,BL-80930
rec_031,0988-1987,2025-12-11 22:40:00 +01,BL-80930
rec_031,0348-1201,2025-12-11 14:30:00 +01,BL-80930
rec_031,0284-0882,2025-12-11 18:10:00 +01,BL-80930
rec_031,1166-1125,2025-12-12 18:20:00 +01,BL-80930
rec_031,1081-1400,2025-12-11 02:10:00 +01,BL-80930
rec_031,0566-0310,2025-12-13 02:20:00 +01,BL-80930
rec_031,1086-0779,2025-12-11 15:50:00 +01,BL-80930
rec_031,1098-1224,NA,BL-80930
rec_031,0490-0902,2025-12-11 09:40:00 +01,BL-80930
rec_031,1141-0802,2025-12-13 02:00:00 +01,BL-80930
rec_031,0778-0929,2025-12-11 12:40:00 +01,BL-80930
rec_031,0898-0502,2025-12-11 11:00:00 +01,BL-80930
rec_031,1162-1422,2025-12-11 09:40:00 +01,BL-80930
rec_031,0791-0777,2025-12-11 15:10:00 +01,BL-80930
rec_031,1085-1798,2025-12-11 11:40:00 +01,BL-80930
rec_031,1167-0615,2025-12-12 10:00:00 +01,BL-80930
rec_031,1139-1939,2025-12-11 08:30:00 +01,BL-80930
rec_031,0478-1092,2025-12-12 00:20:00 +01,BL-80930
rec_031,0987-1055,2025-12-11 22:10:00 +01,BL-80930
rec_031,0410-0909,2025-12-11 08:40:00 +01,BL-80930
rec_031,0489-1710,2025-12-11 03:20:00 +01,BL-80930
rec_031,1096-1695,2025-12-11 13:00:00 +01,BL-80930
rec_031,1055-1080,2025-12-10 15:30:00 +01,BL-80930
rec_031,0287-1312,2025-12-11 06:00:00 +01,BL-80930
rec_031,1037-0828,2025-12-11 16:50:00 +01,BL-80930
rec_031,0918-1433,2025-12-11 21:40:00 +01,BL-80930
rec_031,1051-0784,2025-12-13 05:50:00 +01,BL-80930
rec_031,0289-0869,2025-12-12 03:30:00 +01,BL-80930
rec_031,0491-0315,2025-12-12 07:50:00 +01,BL-80930
rec_031,1092-0152,2025-12-11 15:10:00 +01,BL-80930
rec_031,0381-2031,2025-12-13 19:30:00 +01,BL-80930
rec_031,0876-1258,NA,BL-80930
rec_031,0971-1918,2025-12-11 15:40:00 +01,BL-80930
rec_031,0838-0769,2025-12-12 00:30:00 +01,BL-80930
rec_031,1056-1986,2025-12-11 21:00:00 +01,BL-80930
rec_031,0316-2056,2025-12-13 02:20:00 +01,BL-80930
rec_031,0766-0818,2025-12-11 10:40:00 +01,BL-80930
rec_031,0434-1242,2025-12-11 15:40:00 +01,BL-80930
rec_031,0884-1895,2025-12-12 18:20:00 +01,BL-80930
rec_031,0547-1831,2025-12-11 06:40:00 +01,BL-80930
rec_031,0889-0602,2025-12-13 10:00:00 +01,BL-80930
rec_031,0766-1476,2025-12-13 05:50:00 +01,BL-80930
rec_031,1100-0445,NA,BL-80930
rec_031,1108-1766,2025-12-11 12:40:00 +01,BL-80930
rec_031,1101-2043,2025-12-11 03:30:00 +01,BL-80930
rec_031,0974-0863,2025-12-13 20:40:00 +01,BL-80930
rec_031,0694-0899,2025-12-13 00:10:00 +01,BL-80930
rec_031,0818-1010,2025-12-11 12:10:00 +01,BL-80930
rec_031,0527-0781,2025-12-11 04:50:00 +01,BL-80930
rec_031,0883-2157,NA,BL-80930
rec_031,0343-1961,NA,BL-80930
rec_031,0498-1799,2025-12-11 03:40:00 +01,BL-80930
rec_031,0848-0827,2025-12-13 02:20:00 +01,BL-80930
rec_031,1141-0675,2025-12-12 19:20:00 +01,BL-80930
rec_031,0271-1869,2025-12-13 11:30:00 +01,BL-80930
rec_031,0805-2061,2025-12-12 04:10:00 +01,BL-80930
rec_031,0247-0724,2025-12-12 10:30:00 +01,BL-80930
rec_031,1084-1874,2025-12-11 04:50:00 +01,BL-80930
rec_031,0546-1802,2025-12-11 04:10:00 +01,BL-80930
rec_031,0419-0369,NA,BL-80930
rec_031,0993-0494,NA,BL-80930
rec_031,0282-1000,2025-12-11 20:40:00 +01,BL-80930
rec_031,0758-0862,2025-12-11 06:50:00 +01,BL-80930
rec_031,0551-1989,2025-12-11 07:40:00 +01,BL-80930
rec_031,0278-0803,2025-12-12 08:40:00 +01,BL-80930
rec_031,1016-0373,2025-12-12 21:30:00 +01,BL-80930
rec_031,0423-1223,2025-12-11 14:20:00 +01,BL-80930
rec_031,0970-1057,2025-12-11 09:30:00 +01,BL-80930
rec_031,0846-0936,2025-12-13 02:20:00 +01,BL-80930
rec_031,0887-1002,NA,BL-80930
rec_031,1077-0631,NA,BL-80930
rec_031,0272-1018,2025-12-11 10:10:00 +01,BL-80930
rec_031,0347-1312,2025-12-12 04:30:00 +01,BL-80930
rec_031,0995-0766,2025-12-11 08:00:00 +01,BL-80930
rec_031,1022-1791,2025-12-11 22:50:00 +01,BL-80930
rec_031,0920-0902,NA,BL-80930
rec_031,0402-0855,2025-12-11 22:20:00 +01,BL-80930
rec_031,0452-1379,2025-12-11 05:10:00 +01,BL-80930
rec_031,1174-1294,2025-12-11 15:40:00 +01,BL-80930
rec_031,1131-0869,2025-12-10 19:40:00 +01,BL-80930
rec_031,1021-0619,2025-12-11 13:50:00 +01,BL-80930
rec_031,0931-0390,2025-12-12 08:30:00 +01,BL-80930
rec_031,0989-0567,2025-12-12 04:50:00 +01,BL-80930
rec_031,0342-0983,2025-12-11 14:40:00 +01,BL-80930
rec_031,1158-0990,NA,BL-80930
rec_031,0283-1629,2025-12-11 02:20:00 +01,BL-80930
rec_031,1049-0491,NA,BL-80930
rec_031,0843-1922,2025-12-11 11:30:00 +01,BL-80930
rec_031,0391-0776,2025-12-12 04:30:00 +01,BL-80930
rec_031,1101-1664,2025-12-11 09:00:00 +01,BL-80930
rec_031,0523-1475,2025-12-11 07:30:00 +01,BL-80930
rec_031,1045-0414,2025-12-13 01:20:00 +01,BL-80930
rec_031,0860-1039,2025-12-11 13:50:00 +01,BL-80930
rec_031,1127-1491,2025-12-11 11:00:00 +01,BL-80930
rec_031,0462-1638,2025-12-11 05:10:00 +01,BL-80930
rec_031,0344-0929,2025-12-11 15:30:00 +01,BL-80930
rec_031,0811-0610,2025-12-11 16:00:00 +01,BL-80930
rec_031,1079-1226,NA,BL-80930
rec_031,0343-0541,2025-12-12 15:50:00 +01,BL-80930
rec_031,0487-1616,2025-12-12 13:40:00 +01,BL-80930
rec_031,0283-0823,2025-12-12 11:50:00 +01,BL-80930
rec_031,0957-1875,2025-12-11 13:50:00 +01,BL-80930
rec_031,0421-0800,2025-12-12 12:20:00 +01,BL-80930
rec_031,0992-1474,2025-12-12 23:20:00 +01,BL-80930
rec_031,1151-0260,NA,BL-80930
rec_031,0466-1449,2025-12-12 03:30:00 +01,BL-80930
rec_031,1094-2178,2025-12-11 18:50:00 +01,BL-80930
rec_031,0236-1016,2025-12-11 19:00:00 +01,BL-80930
rec_031,0715-0925,2025-12-11 16:40:00 +01,BL-80930
rec_031,0870-0909,2025-12-11 13:20:00 +01,BL-80930
rec_031,1107-2008,2025-12-12 09:50:00 +01,BL-80930
rec_031,0430-1005,2025-12-11 04:00:00 +01,BL-80930
rec_031,1110-0355,2025-12-12 06:40:00 +01,BL-80930
rec_031,0954-0742,2025-12-12 00:50:00 +01,BL-80930
rec_031,0801-0257,2025-12-12 06:40:00 +01,BL-80930
rec_031,0426-2073,2025-12-11 06:20:00 +01,BL-80930
rec_031,1016-0309,NA,BL-80930
rec_031,0978-2009,2025-12-12 07:10:00 +01,BL-80930
rec_031,0448-1267,2025-12-11 08:10:00 +01,BL-80930
rec_031,0395-0764,2025-12-12 07:30:00 +01,BL-80930
rec_031,1194-1232,2025-12-11 05:50:00 +01,BL-80930
rec_031,1021-0543,2025-12-13 19:00:00 +01,BL-80930
rec_031,0935-0414,2025-12-11 20:20:00 +01,BL-80930
rec_031,0466-0803,2025-12-11 20:20:00 +01,BL-80930
rec_031,1072-0282,2025-12-12 13:10:00 +01,BL-80930
rec_031,0473-1791,NA,BL-80930
rec_031,0554-1061,2025-12-11 19:40:00 +01,BL-80930
rec_031,0996-0695,2025-12-13 18:00:00 +01,BL-80930
rec_031,0544-0437,2025-12-12 08:50:00 +01,BL-80930
rec_031,0513-1548,2025-12-11 03:10:00 +01,BL-80930
rec_031,0549-1866,2025-12-11 04:50:00 +01,BL-80930
rec_031,0995-0911,NA,BL-80930
rec_031,1088-0316,NA,BL-80930
rec_031,0869-0383,NA,BL-80930
rec_031,0962-0684,NA,BL-80930
rec_031,1113-1029,2025-12-13 03:20:00 +01,BL-80930
rec_031,0899-1018,2025-12-11 13:00:00 +01,BL-80930
rec_031,0249-1098,2025-12-12 02:00:00 +01,BL-80930
rec_031,0988-1481,2025-12-11 12:00:00 +01,BL-80930
rec_031,0264-1315,2025-12-12 05:20:00 +01,BL-80930
rec_031,0225-1050,2025-12-13 05:20:00 +01,BL-80930
rec_031,0910-0945,2025-12-11 10:20:00 +01,BL-80930
rec_031,1134-0383,2025-12-12 15:50:00 +01,BL-80930
rec_031,0436-0473,2025-12-12 13:30:00 +01,BL-80930
rec_031,0464-0697,2025-12-11 11:50:00 +01,BL-80930
rec_031,0472-1395,2025-12-11 18:50:00 +01,BL-80930
rec_031,0711-0974,2025-12-11 04:00:00 +01,BL-80930
rec_031,1139-1000,2025-12-13 03:20:00 +01,BL-80930
rec_031,0367-0972,2025-12-12 21:20:00 +01,BL-80930
rec_031,0937-0241,2025-12-11 12:30:00 +01,BL-80930
rec_031,1123-0976,2025-12-13 14:00:00 +01,BL-80930
rec_031,0161-0352,2025-12-12 23:20:00 +01,BL-80930
rec_031,0174-0344,NA,BL-80930
rec_031,0510-0333,2025-12-11 14:30:00 +01,BL-80930
rec_031,0516-0339,2025-12-11 12:10:00 +01,BL-80930
rec_031,0535-0334,2025-12-11 18:20:00 +01,BL-80930
rec_031,0540-0331,2025-12-11 21:20:00 +01,BL-80930
rec_031,0522-0315,2025-12-11 23:20:00 +01,BL-80930
rec_031,0551-0432,2025-12-11 00:30:00 +01,BL-80930
rec_031,0546-0245,2025-12-11 14:30:00 +01,BL-80930
rec_031,0557-0254,2025-12-11 04:00:00 +01,BL-80930
rec_031,0507-0203,2025-12-11 06:10:00 +01,BL-80930
rec_031,0506-0197,2025-12-10 23:00:00 +01,BL-80930
rec_031,0484-0177,2025-12-11 15:50:00 +01,BL-80930
rec_031,0483-0168,2025-12-11 04:40:00 +01,BL-80930
rec_031,0477-0143,2025-12-11 22:10:00 +01,BL-80930
rec_031,0466-0138,2025-12-11 05:20:00 +01,BL-80930
rec_031,0523-0228,2025-12-11 15:10:00 +01,BL-80930
rec_031,0527-0225,2025-12-11 07:00:00 +01,BL-80930
rec_031,0558-0168,2025-12-11 11:50:00 +01,BL-80930
rec_031,0562-0161,2025-12-11 06:40:00 +01,BL-80930
rec_031,0562-0154,2025-12-11 06:20:00 +01,BL-80930
rec_031,0546-0192,2025-12-13 01:20:00 +01,BL-80930
rec_031,0537-0184,2025-12-12 01:30:00 +01,BL-80930
rec_031,0551-0187,2025-12-12 09:00:00 +01,BL-80930
rec_031,0243-0846,2025-12-13 02:10:00 +01,BL-80930
rec_031,0243-0838,2025-12-12 16:40:00 +01,BL-80930
rec_031,0243-0818,2025-12-10 17:00:00 +01,BL-80930
rec_031,0314-0827,2025-12-12 19:10:00 +01,BL-80930
rec_031,0311-0803,2025-12-13 00:10:00 +01,BL-80930
rec_031,0342-0847,2025-12-11 13:00:00 +01,BL-80930
rec_031,0368-0672,2025-12-11 09:10:00 +01,BL-80930
rec_031,0364-0667,2025-12-11 23:30:00 +01,BL-80930
rec_031,0342-0665,2025-12-12 20:20:00 +01,BL-80930
rec_031,0340-0620,2025-12-12 17:00:00 +01,BL-80930
rec_031,0273-0706,NA,BL-80930
rec_031,0387-0816,2025-12-12 19:00:00 +01,BL-80930
rec_031,0347-1009,2025-12-11 21:30:00 +01,BL-80930
rec_031,0343-1003,2025-12-11 13:10:00 +01,BL-80930
rec_031,0335-1040,2025-12-11 07:30:00 +01,BL-80930
rec_031,0346-1050,2025-12-12 00:40:00 +01,BL-80930
rec_031,0295-1034,2025-12-11 12:50:00 +01,BL-80930
rec_031,0283-1039,2025-12-12 06:50:00 +01,BL-80930
rec_031,0279-1047,2025-12-11 14:30:00 +01,BL-80930
rec_031,0260-1035,2025-12-12 04:10:00 +01,BL-80930
rec_031,0362-0911,2025-12-12 08:10:00 +01,BL-80930
rec_031,0333-0953,2025-12-11 20:40:00 +01,BL-80930
rec_031,0449-1001,2025-12-11 05:00:00 +01,BL-80930
rec_031,0480-1056,2025-12-11 08:40:00 +01,BL-80930
rec_031,0463-1067,2025-12-11 05:40:00 +01,BL-80930
rec_031,0458-1101,2025-12-11 22:20:00 +01,BL-80930
rec_031,0485-1089,2025-12-12 00:40:00 +01,BL-80930
rec_031,0532-1013,2025-12-11 06:40:00 +01,BL-80930
rec_031,0530-1006,2025-12-11 10:40:00 +01,BL-80930
rec_031,0519-0997,2025-12-11 06:20:00 +01,BL-80930
rec_031,0531-0735,2025-12-11 04:00:00 +01,BL-80930
rec_031,0536-0728,2025-12-12 05:30:00 +01,BL-80930
rec_031,0496-0794,2025-12-11 11:40:00 +01,BL-80930
rec_031,0488-0831,2025-12-12 06:20:00 +01,BL-80930
rec_031,0457-0841,2025-12-11 04:20:00 +01,BL-80930
rec_031,0437-0875,2025-12-12 06:20:00 +01,BL-80930
rec_031,0459-0884,NA,BL-80930
rec_031,0500-0888,2025-12-11 07:30:00 +01,BL-80930
rec_031,0436-0778,2025-12-11 22:40:00 +01,BL-80930
rec_031,0276-1289,2025-12-11 20:30:00 +01,BL-80930
rec_031,0261-1290,2025-12-13 04:30:00 +01,BL-80930
rec_031,0193-1415,2025-12-11 06:10:00 +01,BL-80930
rec_031,0330-1369,NA,BL-80930
rec_031,0334-1378,NA,BL-80930
rec_031,0369-1395,2025-12-11 13:10:00 +01,BL-80930
rec_031,0376-1441,2025-12-13 02:20:00 +01,BL-80930
rec_031,0374-1480,2025-12-12 23:20:00 +01,BL-80930
rec_031,0371-1487,2025-12-12 06:00:00 +01,BL-80930
rec_031,0413-1495,2025-12-13 07:40:00 +01,BL-80930
rec_031,0421-1492,2025-12-12 11:50:00 +01,BL-80930
rec_031,0431-1364,2025-12-11 07:50:00 +01,BL-80930
rec_031,0438-1377,2025-12-11 23:30:00 +01,BL-80930
rec_031,0481-1555,2025-12-13 03:20:00 +01,BL-80930
rec_031,0483-1547,NA,BL-80930
rec_031,0512-1560,2025-12-12 07:30:00 +01,BL-80930
rec_031,0522-1540,2025-12-11 09:00:00 +01,BL-80930
rec_031,0518-1533,2025-12-11 03:30:00 +01,BL-80930
rec_031,0507-1568,2025-12-11 02:10:00 +01,BL-80930
rec_031,0508-1576,2025-12-11 03:10:00 +01,BL-80930
rec_031,0512-1583,2025-12-12 06:30:00 +01,BL-80930
rec_031,0514-1591,2025-12-11 14:20:00 +01,BL-80930
rec_031,0522-1604,2025-12-11 20:10:00 +01,BL-80930
rec_031,0492-1663,2025-12-11 04:50:00 +01,BL-80930
rec_031,0498-1658,2025-12-11 15:20:00 +01,BL-80930
rec_031,0539-1786,2025-12-11 07:50:00 +01,BL-80930
rec_031,0537-1779,2025-12-11 11:50:00 +01,BL-80930
rec_031,0503-1719,2025-12-11 16:50:00 +01,BL-80930
rec_031,0508-1727,2025-12-11 10:30:00 +01,BL-80930
rec_031,0509-1735,2025-12-12 00:30:00 +01,BL-80930
rec_031,0531-1733,2025-12-11 10:20:00 +01,BL-80930
rec_031,0530-1721,2025-12-12 04:10:00 +01,BL-80930
rec_031,0545-1720,2025-12-13 20:40:00 +01,BL-80930
rec_031,0552-1718,2025-12-11 07:30:00 +01,BL-80930
rec_031,0489-1869,2025-12-11 19:00:00 +01,BL-80930
rec_031,0495-1863,2025-12-12 10:30:00 +01,BL-80930
rec_031,0479-1904,2025-12-11 16:20:00 +01,BL-80930
rec_031,0511-1842,2025-12-11 09:30:00 +01,BL-80930
rec_031,0479-1789,2025-12-11 04:10:00 +01,BL-80930
rec_031,0372-2130,2025-12-11 19:10:00 +01,BL-80930
rec_031,0371-2123,2025-12-11 09:20:00 +01,BL-80930
rec_031,0376-2172,2025-12-11 17:20:00 +01,BL-80930
rec_031,0383-2178,2025-12-11 14:00:00 +01,BL-80930
rec_031,0327-2012,2025-12-11 13:50:00 +01,BL-80930
rec_031,0338-2009,2025-12-12 10:30:00 +01,BL-80930
rec_031,0550-2000,2025-12-13 19:30:00 +01,BL-80930
rec_031,0489-1951,2025-12-11 02:00:00 +01,BL-80930
rec_031,0941-1791,2025-12-13 07:40:00 +01,BL-80930
rec_031,0949-1790,2025-12-12 10:10:00 +01,BL-80930
rec_031,0946-1816,NA,BL-80930
rec_031,0939-1823,2025-12-13 02:20:00 +01,BL-80930
rec_031,0953-1836,2025-12-10 18:30:00 +01,BL-80930
rec_031,0963-1808,2025-12-12 03:30:00 +01,BL-80930
rec_031,0968-1795,2025-12-11 03:10:00 +01,BL-80930
rec_031,0992-1780,2025-12-13 01:20:00 +01,BL-80930
rec_031,0988-1772,NA,BL-80930
rec_031,0987-1800,2025-12-11 19:30:00 +01,BL-80930
rec_031,0992-1830,2025-12-11 13:30:00 +01,BL-80930
rec_031,1005-1796,2025-12-11 12:50:00 +01,BL-80930
rec_031,1009-1773,2025-12-11 22:00:00 +01,BL-80930
rec_031,1013-1768,2025-12-12 10:40:00 +01,BL-80930
rec_031,1001-1759,2025-12-12 02:20:00 +01,BL-80930
rec_031,1042-1820,2025-12-11 19:30:00 +01,BL-80930
rec_031,1039-1811,NA,BL-80930
rec_031,1058-1819,2025-12-12 08:40:00 +01,BL-80930
rec_031,1107-1791,2025-12-11 13:50:00 +01,BL-80930
rec_031,1111-1787,2025-12-11 11:00:00 +01,BL-80930
rec_031,1106-1840,2025-12-11 15:00:00 +01,BL-80930
rec_031,1090-1865,2025-12-11 14:10:00 +01,BL-80930
rec_031,1137-1905,2025-12-11 04:20:00 +01,BL-80930
rec_031,1153-1971,2025-12-11 12:50:00 +01,BL-80930
rec_031,1162-2029,NA,BL-80930
rec_031,1142-2037,2025-12-12 03:00:00 +01,BL-80930
rec_031,1134-2038,2025-12-11 09:00:00 +01,BL-80930
rec_031,1163-2111,2025-12-11 16:20:00 +01,BL-80930
rec_031,1158-2108,2025-12-11 03:00:00 +01,BL-80930
rec_031,1094-2082,2025-12-12 03:40:00 +01,BL-80930
rec_031,1118-2144,2025-12-11 07:50:00 +01,BL-80930
rec_031,1128-2150,NA,BL-80930
rec_031,1121-2157,2025-12-11 11:10:00 +01,BL-80930
rec_031,1019-2171,2025-12-12 10:20:00 +01,BL-80930
rec_031,1019-2162,2025-12-11 17:50:00 +01,BL-80930
rec_031,1048-2113,2025-12-11 17:30:00 +01,BL-80930
rec_031,0984-2078,2025-12-12 00:40:00 +01,BL-80930
